000000 	 004
000001 	 007
000002 	 002
000003 	 006
000004 	 002
000005 	 007
000006 	 007
000007 	 003
000008 	 007
000009 	 001
000010 	 007
000011 	 005
000012 	 008
000013 	 002
000014 	 005
000015 	 009
000016 	 001
000017 	 007
000018 	 006
000019 	 004
000020 	 001
000021 	 008
000022 	 008
000023 	 005
000024 	 007
000025 	 007
000026 	 002
000027 	 003
000028 	 004
000029 	 008
000030 	 007
000031 	 001
000032 	 009
000033 	 007
000034 	 008
000035 	 006
000036 	 007
000037 	 001
000038 	 003
000039 	 007
000040 	 007
000041 	 007
000042 	 003
000043 	 007
000044 	 007
000045 	 003
000046 	 007
000047 	 007
000048 	 007
000049 	 003
000050 	 001
000051 	 007
000052 	 008
000053 	 001
000054 	 005
000055 	 007
000056 	 007
000057 	 006
000058 	 007
000059 	 007
000060 	 003
000061 	 004
000062 	 003
000063 	 007
000064 	 001
000065 	 007
000066 	 007
000067 	 003
000068 	 006
000069 	 006
000070 	 007
000071 	 002
000072 	 007
000073 	 003
000074 	 007
000075 	 003
000076 	 001
000077 	 005
000078 	 007
000079 	 007
000080 	 004
000081 	 005
000082 	 007
000083 	 007
000084 	 007
000085 	 006
000086 	 005
000087 	 009
000088 	 009
000089 	 009
000090 	 009
000091 	 006
000092 	 007
000093 	 007
000094 	 007
000095 	 005
000096 	 004
000097 	 006
000098 	 007
000099 	 006
000100 	 007
000101 	 008
000102 	 006
000103 	 009
000104 	 003
000105 	 007
000106 	 007
000107 	 006
000108 	 008
000109 	 003
000110 	 003
000111 	 006
000112 	 008
000113 	 006
000114 	 002
000115 	 009
000116 	 008
000117 	 006
000118 	 005
000119 	 007
000120 	 006
000121 	 007
000122 	 006
000123 	 007
000124 	 004
000125 	 004
000126 	 007
000127 	 006
000128 	 007
000129 	 007
000130 	 007
000131 	 006
000132 	 008
000133 	 007
000134 	 006
000135 	 007
000136 	 004
000137 	 008
000138 	 004
000139 	 006
000140 	 007
000141 	 007
000142 	 006
000143 	 006
000144 	 006
000145 	 008
000146 	 006
000147 	 007
000148 	 006
000149 	 004
000150 	 009
000151 	 007
000152 	 001
000153 	 002
000154 	 003
000155 	 005
000156 	 005
000157 	 007
000158 	 003
000159 	 001
000160 	 008
000161 	 001
000162 	 008
000163 	 002
000164 	 006
000165 	 007
000166 	 003
000167 	 006
000168 	 008
000169 	 003
000170 	 005
000171 	 005
000172 	 006
000173 	 005
000174 	 003
000175 	 003
000176 	 004
000177 	 004
000178 	 006
000179 	 007
000180 	 007
000181 	 006
000182 	 007
000183 	 004
000184 	 008
000185 	 007
000186 	 003
000187 	 003
000188 	 006
000189 	 006
000190 	 006
000191 	 002
000192 	 002
000193 	 007
000194 	 006
000195 	 003
000196 	 006
000197 	 007
000198 	 001
000199 	 001
000200 	 008
000201 	 001
000202 	 008
000203 	 008
000204 	 007
000205 	 001
000206 	 003
000207 	 006
000208 	 007
000209 	 004
000210 	 001
000211 	 003
000212 	 007
000213 	 007
000214 	 009
000215 	 008
000216 	 004
000217 	 005
000218 	 006
000219 	 002
000220 	 005
000221 	 001
000222 	 008
000223 	 005
000224 	 005
000225 	 007
000226 	 007
000227 	 003
000228 	 006
000229 	 007
000230 	 005
000231 	 009
000232 	 007
000233 	 003
000234 	 008
000235 	 009
000236 	 003
000237 	 007
000238 	 007
000239 	 006
000240 	 003
000241 	 005
000242 	 006
000243 	 005
000244 	 003
000245 	 007
000246 	 007
000247 	 007
000248 	 007
000249 	 006
000250 	 007
000251 	 001
000252 	 005
000253 	 008
000254 	 007
000255 	 005
000256 	 006
000257 	 006
000258 	 007
000259 	 005
000260 	 006
000261 	 007
000262 	 007
000263 	 009
000264 	 005
000265 	 003
000266 	 004
000267 	 006
000268 	 007
000269 	 002
000270 	 007
000271 	 007
000272 	 001
000273 	 008
000274 	 006
000275 	 006
000276 	 008
000277 	 001
000278 	 001
000279 	 007
000280 	 008
000281 	 009
000282 	 003
000283 	 009
000284 	 003
000285 	 006
000286 	 005
000287 	 008
000288 	 005
000289 	 001
000290 	 006
000291 	 007
000292 	 001
000293 	 008
000294 	 008
000295 	 004
000296 	 002
000297 	 006
000298 	 006
000299 	 008
000300 	 009
000301 	 008
000302 	 008
000303 	 008
000304 	 001
000305 	 005
000306 	 004
000307 	 007
000308 	 008
000309 	 008
000310 	 008
000311 	 006
000312 	 009
000313 	 009
000314 	 008
000315 	 005
000316 	 003
000317 	 008
000318 	 005
000319 	 006
000320 	 006
000321 	 002
000322 	 009
000323 	 007
000324 	 003
000325 	 009
000326 	 005
000327 	 008
000328 	 005
000329 	 003
000330 	 005
000331 	 002
000332 	 008
000333 	 005
000334 	 003
000335 	 005
000336 	 006
000337 	 005
000338 	 006
000339 	 009
000340 	 005
000341 	 008
000342 	 004
000343 	 002
000344 	 009
000345 	 006
000346 	 008
000347 	 008
000348 	 007
000349 	 001
000350 	 003
000351 	 006
000352 	 007
000353 	 009
000354 	 008
